,Power (hp),Engine cylinder,Bore (mm),Stroke (mm),Cooling system,Transmission type
18132,200.0,In-line four,77.0,56.0,Liquid,Chain
18133,140.0,In-line four,77.0,56.0,Liquid,Chain
18134,140.0,In-line four,77.0,56.0,Liquid,Chain
18135,140.0,In-line four,77.0,56.0,Liquid,Chain
18136,142.0,In-line four,77.0,56.0,Liquid,Chain
18138,9.5,Single cylinder,56.0,50.6,Liquid,Chain
18139,14.8,Single cylinder,58.0,47.2,Liquid,Chain
18140,15.0,Single cylinder,58.0,47.2,Liquid,Chain
18141,15.0,Single cylinder,58.0,47.2,Liquid,Chain
18142,15.0,Single cylinder,58.0,47.2,Liquid,Chain
18146,32.0,Twin,62.0,41.2,Liquid,Chain
18147,31.0,Twin,62.0,41.2,Liquid,Chain
18148,27.6,Single cylinder,72.0,61.2,Liquid,Chain
18150,32.0,Twin,62.0,41.2,Liquid,Chain
18151,32.0,Twin,62.0,41.2,Liquid,Chain
18152,31.0,Twin,62.0,41.2,Liquid,Chain
18153,45.0,Twin,62.0,41.0,Liquid,Chain
18158,31.0,Twin,62.0,41.2,Liquid,Chain
18167,31.0,Single cylinder,72.0,61.2,Liquid,Chain
18168,28.0,Twin,62.0,41.2,Liquid,Chain
18169,31.0,Single cylinder,72.0,61.2,Liquid,Chain
18172,39.0,Twin,62.0,49.0,Liquid,Chain
18173,39.0,Twin,62.0,49.0,Liquid,Chain
18174,39.0,Twin,62.0,49.0,Liquid,Chain
18177,39.0,Twin,62.0,49.0,Liquid,Chain
18178,39.0,Twin,62.0,49.0,Liquid,Chain
18179,39.0,Twin,62.0,49.0,Liquid,Chain
18180,39.0,Twin,62.0,49.0,Liquid,Chain
18182,39.0,Twin,62.0,49.0,Liquid,Chain
18183,38.9,Twin,62.0,49.0,Liquid,Chain
18184,38.9,Twin,62.0,49.0,Liquid,Chain
18185,42.9,Twin,68.4,54.3,Liquid,Chain
18187,44.0,Twin,68.4,54.3,Liquid,Chain
18188,44.0,Twin,70.0,51.7,Liquid,Chain
18189,44.0,Twin,70.0,51.7,Liquid,Chain
18195,44.0,Twin,70.0,51.7,Liquid,Chain
18196,44.0,Twin,70.0,51.8,Liquid,Chain
18198,44.8,Twin,70.0,51.8,Liquid,Chain
18199,44.8,Twin,70.0,51.8,Liquid,Chain
18200,44.8,Twin,70.0,51.8,Liquid,Chain
18202,44.0,Twin,68.4,54.3,Liquid,Chain
18209,42.9,Twin,68.4,54.3,Liquid,Chain
18217,68.0,Twin,83.0,60.0,Liquid,Chain
18218,52.3,Twin,83.0,60.0,Liquid,Chain
18219,52.3,Twin,83.0,60.0,Liquid,Chain
18220,52.3,Twin,83.0,60.0,Liquid,Chain
18222,52.3,Twin,83.0,60.0,Liquid,Chain
18223,52.3,Twin,83.0,60.0,Liquid,Chain
18224,52.3,Twin,83.0,60.0,Liquid,Chain
18225,52.3,Twin,83.0,60.0,Liquid,Chain
18226,68.0,Twin,83.0,60.0,Liquid,Chain
18227,68.0,Twin,83.0,60.0,Liquid,Chain
18228,52.3,Twin,83.0,60.0,Liquid,Chain
18229,52.3,Twin,83.0,60.0,Liquid,Chain
18230,67.3,Twin,83.0,60.0,Liquid,Chain
18231,67.3,Twin,83.0,60.0,Liquid,Chain
18232,67.3,Twin,83.0,60.0,Liquid,Chain
18233,67.3,Twin,83.0,60.0,Liquid,Chain
18234,50.7,Twin,83.0,60.0,Liquid,Chain
18236,52.3,Twin,83.0,60.0,Liquid,Chain
18237,67.3,Twin,83.0,60.0,Liquid,Chain
18238,71.0,Twin,83.0,60.0,Liquid,Chain
18244,200.0,In-line four,76.0,55.0,Liquid,Chain
18245,200.0,In-line four,76.0,55.0,Liquid,Chain
18246,200.0,In-line four,76.0,55.0,Liquid,Chain
18247,228.0,In-line four,76.0,55.0,Liquid,Chain
18248,228.0,In-line four,76.0,55.0,Liquid,Chain
18249,228.0,In-line four,76.0,55.0,Liquid,Chain
18250,228.0,In-line four,76.0,55.0,Liquid,Chain
18251,200.0,In-line four,76.0,55.0,Liquid,Chain
18252,200.0,In-line four,76.0,55.0,Liquid,Chain
18253,228.0,In-line four,76.0,55.0,Liquid,Chain
18254,228.0,In-line four,76.0,55.0,Liquid,Chain
18255,228.0,In-line four,76.0,55.0,Liquid,Chain
18256,228.0,In-line four,76.0,55.0,Liquid,Chain
18257,310.0,In-line four,76.0,55.0,Liquid,Chain
18258,310.0,In-line four,76.0,55.0,Liquid,Chain
18259,200.0,In-line four,76.0,55.0,Liquid,Chain
18260,200.0,In-line four,76.0,55.0,Liquid,Chain
18261,228.0,In-line four,76.0,55.0,Liquid,Chain
18262,228.0,In-line four,76.0,55.0,Liquid,Chain
18263,200.0,In-line four,76.0,55.0,Liquid,Chain
18264,228.0,In-line four,76.0,55.0,Liquid,Chain
18265,200.0,In-line four,76.0,55.0,Liquid,Chain
18267,197.0,In-line four,76.0,55.0,Liquid,Chain
18268,200.0,In-line four,76.0,55.0,Liquid,Chain
18269,228.0,In-line four,76.0,55.0,Liquid,Chain
18270,228.0,In-line four,76.0,55.0,Liquid,Chain
18271,200.0,In-line four,76.0,55.0,Liquid,Chain
18272,200.0,In-line four,76.0,55.0,Liquid,Chain
18274,310.0,In-line four,76.0,55.0,Liquid,Chain
18275,310.0,In-line four,76.0,55.0,Liquid,Chain
18276,228.0,In-line four,76.0,55.0,Liquid,Chain
18277,228.0,In-line four,76.0,55.0,Liquid,Chain
18280,28.2,Single cylinder,59.0,54.4,Liquid,Chain
18281,28.2,Single cylinder,72.0,61.0,Liquid,Chain
18282,28.2,Single cylinder,72.0,61.0,Liquid,Chain
18283,28.2,Single cylinder,72.0,61.0,Liquid,Chain
18284,28.2,Single cylinder,59.0,54.4,Liquid,Chain
18285,30.1,Single cylinder,59.0,54.4,Liquid,Chain
18286,197.0,In-line four,76.0,55.0,Liquid,Chain
18287,197.0,In-line four,76.0,55.0,Liquid,Chain
18305,200.0,In-line four,76.0,55.0,Liquid,Chain
18306,200.0,In-line four,76.0,55.0,Liquid,Chain
18307,200.0,In-line four,76.0,55.0,Liquid,Chain
18308,200.0,In-line four,76.0,55.0,Liquid,Chain
18309,203.0,In-line four,76.0,55.0,Liquid,Chain
18310,203.0,In-line four,76.0,55.0,Liquid,Chain
18311,175.0,In-line four,76.0,55.0,Liquid,Chain
18313,200.0,In-line four,76.0,55.0,Liquid,Chain
18314,200.0,In-line four,76.0,55.0,Liquid,Chain
18315,200.0,In-line four,76.0,55.0,Liquid,Chain
18317,200.0,In-line four,76.0,55.0,Liquid,Chain
18318,203.0,In-line four,76.0,55.0,Liquid,Chain
18319,200.0,In-line four,76.0,55.0,Liquid,Chain
18320,200.0,In-line four,76.0,55.0,Liquid,Chain
18321,200.0,In-line four,76.0,55.0,Liquid,Chain
18322,200.0,In-line four,76.0,55.0,Liquid,Chain
18323,211.0,In-line four,76.0,55.0,Liquid,Chain
18324,200.0,In-line four,76.0,55.0,Liquid,Chain
18325,200.0,In-line four,76.0,55.0,Liquid,Chain
18326,200.0,In-line four,76.0,55.0,Liquid,Chain
18327,200.0,In-line four,76.0,55.0,Liquid,Chain
18328,204.0,In-line four,76.0,55.0,Liquid,Chain
18329,204.0,In-line four,76.0,55.0,Liquid,Chain
18331,178.0,In-line four,83.0,55.4,Liquid,Chain
18333,187.0,In-line four,84.0,61.0,Liquid,Chain
18346,207.0,In-line four,84.0,65.0,Liquid,Chain
18347,200.0,In-line four,84.0,65.0,Liquid,Chain
18349,207.0,In-line four,84.0,65.0,Liquid,Chain
18363,126.0,In-line four,67.0,42.5,Liquid,Chain
18364,126.0,In-line four,67.0,45.1,Liquid,Chain
18365,126.0,In-line four,67.0,45.1,Liquid,Chain
18366,126.0,In-line four,67.0,45.1,Liquid,Chain
18367,126.0,In-line four,67.0,45.1,Liquid,Chain
18368,126.0,In-line four,67.0,45.1,Liquid,Chain
18369,129.0,In-line four,67.0,45.1,Liquid,Chain
18370,129.0,In-line four,67.0,45.1,Liquid,Chain
18371,131.0,In-line four,67.0,41.5,Liquid,Chain
18372,131.0,In-line four,67.0,45.1,Liquid,Chain
18373,131.0,In-line four,67.0,45.1,Liquid,Chain
18374,131.0,In-line four,67.0,41.5,Liquid,Chain
18375,127.0,In-line four,67.0,45.1,Liquid,Chain
18376,129.0,In-line four,67.0,45.1,Liquid,Chain
18377,129.0,In-line four,67.0,42.5,Liquid,Chain
18378,131.0,In-line four,67.0,45.1,Liquid,Chain
18379,129.0,In-line four,67.0,45.1,Liquid,Chain
18380,131.0,In-line four,67.0,41.5,Liquid,Chain
18381,131.0,In-line four,67.0,45.1,Liquid,Chain
18382,126.0,In-line four,67.0,45.1,Liquid,Chain
18383,126.0,In-line four,67.0,45.1,Liquid,Chain
18384,131.0,In-line four,67.0,45.1,Liquid,Chain
18385,131.0,In-line four,67.0,45.1,Liquid,Chain
18387,126.0,In-line four,67.0,42.5,Liquid,Chain
18388,126.0,In-line four,67.0,45.1,Liquid,Chain
18390,98.0,In-line four,67.0,42.5,Liquid,Chain
18407,20.1,Single cylinder,72.0,61.2,Air,Chain
18409,20.1,Single cylinder,72.0,61.2,Air,Chain
18410,20.1,Single cylinder,72.0,61.2,Liquid,Chain
18411,20.1,Single cylinder,72.0,61.2,Air,Chain
18412,20.1,Single cylinder,72.0,61.2,Air,Chain
18415,41.0,Single cylinder,100.0,83.0,Liquid,Chain
18416,41.0,Single cylinder,100.0,83.0,Liquid,Chain
18417,41.0,Single cylinder,100.0,83.0,Liquid,Chain
18418,41.0,Single cylinder,100.0,83.0,Liquid,Chain
18419,27.0,Single cylinder,100.0,83.0,Liquid,Chain
18420,27.0,Single cylinder,100.0,83.0,Liquid,Chain
18421,27.0,Single cylinder,100.0,83.0,Liquid,Chain
